Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0017016~Ras GTPase binding	28	1.234567901	2.60E-05	ALS2, TRIOBP, DIAPH3, RIMS2, DAAM1, DAAM2, PFN1, RANBP9, DMXL2, PAK3, RANBP1, CDC42EP4, DOCK10, RHOBTB3, RHOH, FMNL1, FMNL2, NCF2, DOCK9, EXPH5, ARFIP2, BIRC5, DOCK4, SYTL4, CYFIP1, SYTL5, SYTL2, ERC1	1705	91	12983	2.342973156	0.035220992	0.00275437	0.042699536
GOTERM_MF_FAT	GO:0046983~protein dimerization activity	105	4.62962963	3.15E-05	ALS2, GRPEL1, NOG, CADM1, PDGFB, IL6ST, PDGFA, PGF, ARNT2, IDE, APOBEC3G, TPD52, APOBEC3F, GDNF, TGFB1, TGFB2, MAP3K5, PLOD1, MAP3K9, CREB3L1, PDGFC, EGFR, PRDM6, VEGFA, SDCBP, NFE2L1, NFE2L2, TFAP2C, NFE2L3, CAV2, CLCN3, GCLC, MVD, BCL2L1, RRAGD, ZNF618, IRAK3, AHRR, ECE1, PVRL1, PVRL3, NPM1, PVRL2, GALE, B4GALT1, BMP4, CARD8, CUBN, S100A16, EPAS1, SMAD6, ITGA1, ARID3A, SMAD3, ITGA2, CELSR1, ABCG1, FOXP1, FOXP2, P2RX5, ATF4, FAAH, QPRT, MAFA, PON3, KYNU, FOSL2, PPARG, E2F8, BNIP3, TRIM5, FOS, TRIM9, GUCY1A3, CAT, ALX4, NFIL3, TOP2B, AR, LIMK2, ALDH5A1, ADIPOR2, FOSB, INHBB, TARS, XPA, G6PD, TXNRD2, GCH1, DGKD, ENO3, PPP3CA, TERF1, CEBPB, CEBPD, BIRC5, CREB5, NPR3, WWTR1, CDH13, CYBA, BAX, BNIP3L, DPYD, HPGD	1705	542	12983	1.475165294	0.042545569	0.003100694	0.051772618
GOTERM_MF_FAT	GO:0008134~transcription factor binding	100	4.409171076	3.89E-05	HMGN3, THRB, ARNT2, PDLIM1, ANKRD1, IL31RA, CITED2, HOXC6, GATA2, SIN3B, GATA6, MDFIC, GATA3, PRAME, PCBD1, RXRA, RELB, RBL1, PIM1, ARNTL, PROX1, TRERF1, AHR, PPARGC1B, DCAF6, EP300, TGIF1, NFE2L1, TGFB1I1, NFE2L3, ENPP2, NFKBIA, VDR, MEIS2, DRAP1, ELK4, PIR, NPM1, TFDP2, MAML3, SKIL, BCOR, DNMT3B, KLF7, KLF12, EPAS1, HTT, LMCD1, RYBP, SMAD3, HDAC5, HDAC4, HDAC3, ETS1, TRIP6, NCOR2, SLC9A1, NBN, E2F5, GRIP1, PPARG, PRRX1, HR, NFKB2, PAWR, ZEB1, DIP2C, GPX3, E4F1, MKL2, MKL1, NRG1, NFIL3, ATF7IP, TLE1, CLIC1, FOSB, HMGA1, MXD4, NRIP1, TNFRSF10A, NCOA1, NCOA2, BPTF, NCOA3, PFDN5, HIPK2, FOXC1, USP22, NSD1, MTDH, TRIB3, PRKDC, TCF7L2, TRIB1, BCL11A, KAT2B, WWTR1, APBB2, NFIA	1705	513	12983	1.484339719	0.052275513	0.003573031	0.063931917
GOTERM_MF_FAT	GO:0017048~Rho GTPase binding	16	0.705467372	4.42E-05	FMNL1, FMNL2, TRIOBP, NCF2, DIAPH3, DOCK9, ARFIP2, DAAM1, DAAM2, DOCK4, PFN1, PAK3, CYFIP1, DOCK10, CDC42EP4, RHOH	1705	38	12983	3.206173792	0.059159209	0.00380408	0.072609056
GOTERM_MF_FAT	GO:0019838~growth factor binding	30	1.322751323	5.78E-05	LTBP1, PDGFB, LTBP2, PDGFA, LTBP3, IL6ST, IGFBP7, IGFBP6, COL2A1, IL7R, NOV, IGF1R, WISP1, CTGF, HTRA1, COL6A1, THBS1, CRIM1, CYR61, COL4A1, IGF2, FURIN, COL5A1, IGF2R, SORT1, TGFBR3, COL1A1, IGFBP2, IL3RA, IGFBP4	1705	105	12983	2.17561793	0.07674699	0.00468616	0.095067177
GOTERM_MF_FAT	GO:0031267~small GTPase binding	29	1.278659612	7.17E-05	ALS2, TRIOBP, DIAPH3, RIMS2, DAAM1, DAAM2, PFN1, RANBP9, DMXL2, PAK3, RANBP1, CDC42EP4, DOCK10, FGD5, RHOBTB3, RHOH, FMNL1, FMNL2, NCF2, DOCK9, EXPH5, ARFIP2, BIRC5, DOCK4, SYTL4, CYFIP1, SYTL5, SYTL2, ERC1	1705	101	12983	2.186388316	0.094266382	0.005485457	0.117862233
GOTERM_MF_FAT	GO:0030695~GTPase regulator activity	80	3.527336861	1.46E-04	DLC1, ALS2, IQGAP3, IQGAP2, ITSN1, TBC1D19, MCF2L, RAB3IP, TBC1D16, ARHGAP22, HMHA1, SMAP2, DMXL2, TIAM1, RAPGEF5, RANBP1, ARHGAP11B, DOCK10, EIF2B2, ERRFI1, DOCK11, AGAP3, NET1, RHOH, ARHGEF3, DAB2IP, ARHGEF1, TNIK, ARHGEF18, ARHGEF19, PSD3, SIPA1L2, ARHGAP29, ARHGAP24, FARP1, MAP4K4, RALGAPA1, RASGRF2, SIPA1L1, ACAP2, ERC1, SPATA13, SRGAP1, ARFGAP1, RALGPS1, RAP1GAP, RHPN1, GPSM3, SIPA1, CYTH4, RIMS2, ARFGEF1, STARD13, RGS12, PLEKHG1, DOCK1, GPSM1, FGD5, RASA3, RASA1, IQSEC1, RHOBTB3, ARHGDIB, NGEF, OBSCN, VAV3, KIAA1244, DOCK9, EXPH5, TRIO, DOCK4, SYDE1, RGS4, CDC42BPA, SYTL4, CHN2, SYTL5, SYTL2, ARAP2, BCAR3	1705	404	12983	1.507854011	0.182709122	0.010562777	0.240029875
GOTERM_MF_FAT	GO:0060589~nucleoside-triphosphatase regulator activity	81	3.571428571	1.86E-04	DLC1, ALS2, GRPEL1, IQGAP3, IQGAP2, ITSN1, TBC1D19, MCF2L, RAB3IP, TBC1D16, ARHGAP22, HMHA1, SMAP2, DMXL2, TIAM1, RAPGEF5, RANBP1, ARHGAP11B, DOCK10, EIF2B2, DOCK11, ERRFI1, AGAP3, NET1, RHOH, ARHGEF3, DAB2IP, ARHGEF1, TNIK, ARHGEF18, ARHGEF19, PSD3, SIPA1L2, ARHGAP29, ARHGAP24, FARP1, MAP4K4, RALGAPA1, RASGRF2, SIPA1L1, ACAP2, ERC1, SPATA13, SRGAP1, ARFGAP1, RALGPS1, RAP1GAP, RHPN1, GPSM3, SIPA1, CYTH4, RIMS2, ARFGEF1, STARD13, RGS12, PLEKHG1, DOCK1, GPSM1, FGD5, RASA3, RASA1, IQSEC1, RHOBTB3, ARHGDIB, NGEF, OBSCN, VAV3, KIAA1244, DOCK9, EXPH5, TRIO, DOCK4, SYDE1, RGS4, CDC42BPA, SYTL4, CHN2, SYTL5, SYTL2, ARAP2, BCAR3	1705	413	12983	1.493432647	0.226042449	0.012730189	0.304742399
GOTERM_MF_FAT	GO:0004674~protein serine/threonine kinase activity	83	3.659611993	2.60E-04	LTBP1, PRKAG2, PKMYT1, CASK, AURKA, AURKB, LATS2, TGFB2, PAK7, MAP3K5, SLK, CLK3, PAK3, MAP3K9, WNK4, CLK4, TLK1, PRKACB, SIK2, CDK15, EGFR, CDC7, SGK1, TNIK, LIMK2, PIM1, CDK6, WNK2, PRKCE, WEE1, CDKL5, CDK2, NEK11, DAPK1, PRKD1, HUNK, MAP4K4, CAMK4, HIPK2, ERN1, RIPK4, KSR1, MAP3K14, PRKD3, CAMK1D, NEK2, NEK1, CAMK2G, STK17B, MAPKAPK3, ADRBK2, PRKDC, AKAP9, MST4, UHMK1, IRAK3, STK32B, MAP3K1, CAMK2D, DCLK2, CAMK2B, PRKAA2, DCLK1, AATK, OBSCN, ALPK1, TRIO, ATR, RPS6KL1, RPS6KA5, ICK, PLK3, RPS6KA4, CSNK1D, PLK2, MAPK12, RPS6KA2, CSNK1E, ULK2, DYRK1A, CDC42BPA, TGFBR3, BMPR1B	1705	430	12983	1.469806997	0.301941398	0.016971113	0.427231534
GOTERM_MF_FAT	GO:0004672~protein kinase activity	110	4.850088183	3.02E-04	RNASEL, LTBP1, CASK, PKMYT1, AURKA, AURKB, TGFB2, CTTNBP2, MAP3K5, CLK3, WNK4, MAP3K9, CLK4, TLK1, PRKACB, EGFR, IKBKAP, RET, TNIK, PIM1, WNK2, WEE1, CDKL5, MAP4K4, CAMK4, ROR1, RIPK4, CAV2, FGFR1, NEK2, NEK1, STK17B, MAPKAPK3, ADRBK2, EPHB3, MST4, SRC, UHMK1, EPHB2, IRAK3, OBSCN, TRIO, ATR, RPS6KL1, EPHA4, PLK3, PLK2, ULK2, DYRK1A, CDC42BPA, TGFBR3, ABL1, KCNH1, NRP2, PRKAG2, LATS2, PAK7, SLK, PAK3, CDK15, SIK2, CDC7, SGK1, LIMK2, CDK6, ALK, PRKCE, NEK11, CDK2, DAPK1, PRKD1, HUNK, CCND1, IGF2R, HIPK2, ERN1, KSR1, MAP3K14, PRKD3, CAMK1D, POLR2E, CAMK2G, TRIB3, PRKDC, AKAP9, KIT, TRIB2, TRIB1, IGF1R, STK32B, PTK2B, MAP3K1, CAMK2D, DCLK2, CAMK2B, PRKAA2, CRIM1, DCLK1, AATK, ALPK1, AXL, RPS6KA5, ICK, RPS6KA4, CSNK1D, MAPK12, RPS6KA2, CSNK1E, JAK1, BMPR1B	1705	606	12983	1.38219951	0.340769691	0.018761869	0.495084459
GOTERM_MF_FAT	GO:0019900~kinase binding	41	1.807760141	4.38E-04	CAV2, CAV1, PFKFB2, PRKAG2, PDE3B, TRIB3, ABI2, TLR4, NBEA, CDH2, TCF7L2, TRIB1, IL31RA, CTTNBP2, IGF1R, SORBS1, SQSTM1, PTK2B, MAP3K1, SLC2A1, CDK5RAP2, CD24, FAS, TOP2B, AXIN2, ADAM9, PTPRK, PFKL, SMAD3, PRKCDBP, RAD9A, SMAD1, APPL1, CAMK2N1, MICALCL, CCND1, RPS6KA4, PEBP1, RYR2, MAPK8IP3, TRIP6	1705	179	12983	1.744140631	0.454208611	0.025983358	0.718643786
GOTERM_MF_FAT	GO:0003714~transcription corepressor activity	35	1.543209877	4.58E-04	THRB, HR, TRIB3, ZEB1, PAWR, ANKRD1, CITED2, HOXC6, SIN3B, MEIS2, DRAP1, BCL11A, E4F1, SKIL, NFIL3, BCOR, DNMT3B, ATF7IP, KLF12, HTT, RELB, RYBP, LMCD1, TLE1, WWTR1, PROX1, MXD4, NRIP1, HDAC5, HDAC3, PFDN5, HIPK2, TGIF1, NSD1, NCOR2	1705	145	12983	1.838022045	0.468603778	0.025999673	0.750247002
